"iso3c","year","gini_disp","gini_mkt","gini_disp_se","gini_mkt_se"
"IND",2007,46.6,48,1.1,1.3
"IND",2008,46.8,48.3,1.1,1.3
"IND",2009,46.9,48.6,1,1.2
"IND",2010,47.2,48.9,0.8,1
"IND",2011,47.4,49.1,0.6,0.6
"IND",2012,47.3,49.1,1,1.1
"IRL",1986,31.9,49.3,1.4,1.8
"IRL",1987,32.1,49.6,1.3,1.7
"IRL",1988,32.1,49.6,1.4,1.7
"IRL",1989,32.2,49.6,1.4,1.8
"IRL",1990,32.3,49.6,1.4,1.8
"IRL",1991,32.3,49.6,1.3,1.8
"IRL",1992,32.4,49.6,1.3,1.7
"IRL",1993,32.5,49.6,1.2,1.7
"IRL",1994,32.6,49.6,1.1,1.5
"IRL",1995,32.5,49.4,1.1,1.5
"IRL",1996,32.3,49.3,1.1,1.5
"IRL",1997,32.1,49.3,1.1,1.5
"IRL",1998,31.9,49.2,1.1,1.5
"IRL",1999,31.5,49,1.2,1.5
"IRL",2000,31.1,48.8,1.1,1.5
"IRL",2001,30.7,48.8,1.1,1.4
"IRL",2002,30.5,49.2,1.1,1.3
"IRL",2003,30.3,49.6,0.9,1.2
"IRL",2004,30.3,49.9,0.8,1.1
"IRL",2005,30.1,50.3,0.7,1
"IRL",2006,29.9,50.3,0.7,1
"IRL",2007,29.7,50.3,0.8,1.1
"IRL",2008,29.4,50.2,0.7,1
"IRL",2009,29.7,50.8,0.7,1
"IRL",2010,29.8,51.5,0.7,1.1
"IRL",2011,30,51.2,0.7,1.1
"IRL",2012,30.2,51.1,0.7,1.1
"IRL",2013,30.2,51,0.8,1.1
"IRL",2014,29.9,50.6,0.8,1.2
"IRL",2015,29.7,50.3,0.8,1.2
"IRL",2016,29.6,50.2,0.8,1.2
"IRL",2017,29.5,50.1,0.9,1.3
"IRL",2018,29.2,49.8,1,1.5
"IRN",1986,44,48.3,1.2,2.6
"IRN",1987,43.6,48,1.2,2.6
"IRN",1988,43.3,47.7,1.2,2.6
"IRN",1989,43.1,47.6,1.2,2.6
"IRN",1990,42.9,47.5,1.2,2.5
"IRN",1991,42.9,47.4,1.2,2.6
"IRN",1992,42.8,47.2,1.2,2.6
"IRN",1993,42.5,47,1.2,2.6
"IRN",1994,42.4,46.7,1.2,2.5
"IRN",1995,42.2,46.5,1.2,2.5
"IRN",1996,42.1,46.4,1.2,2.5
"IRN",1997,42,46.2,1.1,2.5
"IRN",1998,41.9,46.1,1.1,2.5
"IRN",1999,41.8,45.9,1.2,2.5
"IRN",2000,41.6,45.7,1.1,2.6
"IRN",2001,41.5,45.5,1.2,2.5
"IRN",2002,41.2,45.3,1.2,2.5
"IRN",2003,40.9,45,1.2,2.5
"IRN",2004,40.6,44.7,1.2,2.5
"IRN",2005,40.4,44.4,1.2,2.6
"IRN",2006,40.1,44.1,1.3,2.6
"IRN",2007,39.8,43.7,1.4,2.6
"IRN",2008,39.4,43.4,1.4,2.6
"IRN",2009,39,43,1.4,2.6
"IRN",2010,38.5,42.7,1.4,2.6
"IRN",2011,38.1,42.3,1.5,2.6
"IRN",2012,37.7,42,1.5,2.6
"IRN",2013,37.6,41.8,1.6,2.7
"IRN",2014,37.6,41.8,1.6,2.7
"IRN",2015,37.6,41.8,1.7,2.7
"IRN",2016,37.7,41.8,1.9,2.9
"IRN",2017,37.7,41.8,2,3.1
"IRQ",2006,31.5,33.5,2.1,2.2
"IRQ",2007,31.5,33.5,2.1,2
"IRQ",2008,31.4,33.5,2.1,2.2
"IRQ",2009,31.4,33.4,2.1,2.2
"IRQ",2010,31.3,33.3,2.1,2.2
"IRQ",2011,31.3,33.3,2.2,2.2
"IRQ",2012,31.2,33.2,2.1,2.2
"IRQ",2013,31.2,33.2,2.2,2.4
"IRQ",2014,31.1,33.1,2.3,2.6
"ISL",1992,27.4,41.2,1.1,1.7
"ISL",1993,27.3,41.3,1,1.6
"ISL",1994,27.4,41.5,0.9,1.6
"ISL",1995,27.6,41.7,0.9,1.5
"ISL",1996,28,42.1,0.9,1.5
"ISL",1997,28.5,42.5,0.9,1.5
"ISL",1998,28.9,42.9,0.9,1.4
"ISL",1999,29.4,43.2,0.9,1.4
"ISL",2000,29.8,43.4,0.9,1.4
"ISL",2001,30,43.4,0.9,1.3
"ISL",2002,29.9,43.1,0.9,1.2
"ISL",2003,29.5,42.4,0.9,1.2
"ISL",2004,29,41.4,0.8,1.1
"ISL",2005,29.1,41.7,0.7,1
"ISL",2006,29.1,41.6,0.7,1
"ISL",2007,28.6,40.6,0.8,1
"ISL",2008,28.3,40.7,0.7,1
"ISL",2009,27,39.8,0.7,1.1
"ISL",2010,26,39.2,0.8,1.1
"ISL",2011,25.6,38.4,0.7,1.1
"ISL",2012,25.2,37.8,0.7,1.2
"ISL",2013,24.8,37.4,0.8,1.3
"ISL",2014,24.8,37.2,0.8,1.4
"ISL",2015,24.8,37.2,1,1.6
"ISR",1986,31.1,46.1,0.7,1
"ISR",1987,31.2,46,0.8,1.1
"ISR",1988,31.4,46,0.8,1.2
"ISR",1989,31.5,46.2,0.8,1.2
"ISR",1990,31.7,46.5,0.9,1.2
"ISR",1991,31.6,46.7,0.9,1.2
"ISR",1992,31.5,47.1,0.8,1.1
"ISR",1993,31.9,47.6,1,1.2
"ISR",1994,32.4,48.1,1,1.3
"ISR",1995,32.8,48.6,1,1.3
"ISR",1996,33.2,49.1,1,1.3
"ISR",1997,33.5,49.5,0.8,1.1
"ISR",1998,33.8,50,1,1.3
"ISR",1999,34.2,50.5,1.1,1.3
"ISR",2000,34.5,51,1,1.2
"ISR",2001,34.8,51.5,0.9,1.1
"ISR",2002,35.2,51.5,1,1.2
"ISR",2003,35.6,51.5,1.1,1.2
"ISR",2004,35.9,51.5,1,1.2
"ISR",2005,36.3,51.5,0.8,0.9
"ISR",2006,36.4,51.3,0.9,1
"ISR",2007,36.6,51.1,0.8,0.9
"ISR",2008,36.6,50.9,0.9,1.1
"ISR",2009,36.6,50.5,0.9,1.1
"ISR",2010,36.8,50.2,0.8,1
"ISR",2011,36.7,49.8,0.8,0.9
"ISR",2012,36.6,49.2,0.6,0.8
"ISR",2013,36.1,48.4,0.8,0.9
"ISR",2014,35.8,47.9,0.7,0.9
"ISR",2015,35.4,47.5,0.8,1
"ISR",2016,35,47.1,0.7,0.9
"ISR",2017,34.8,46.8,0.9,1.1
"ISR",2018,34.8,46.7,1,1.3
"ITA",1986,31.8,43.4,0.8,1
"ITA",1987,32.3,44,0.8,1
"ITA",1988,32.5,44.2,0.8,1.1
"ITA",1989,31.7,43.9,0.8,0.9
"ITA",1990,31.5,44.1,0.9,1.1
"ITA",1991,31.3,44.3,0.8,1
"ITA",1992,32,45.2,0.9,1.1
"ITA",1993,32.7,46.1,0.9,1
"ITA",1994,32.9,46.5,0.9,1.1
"ITA",1995,33,46.9,0.8,1.1
"ITA",1996,33,47,0.9,1.2
"ITA",1997,33,47.2,1,1.2
"ITA",1998,33.2,47.5,0.9,1.1
"ITA",1999,33,47.6,1,1.1
"ITA",2000,33.1,47.7,0.9,1
"ITA",2001,33.2,48,1,1.1
"ITA",2002,33,48.1,1,1.2
"ITA",2003,32.9,48.5,0.9,1.1
"ITA",2004,32.8,48.6,0.8,1
"ITA",2005,32.7,48.7,0.7,1
"ITA",2006,32.6,48.6,0.7,1
"ITA",2007,32.4,48.5,0.7,0.9
"ITA",2008,32.5,48.6,0.8,0.9
"ITA",2009,32.6,48.9,0.7,0.9
"ITA",2010,32.8,49.3,0.7,0.9
"ITA",2011,33.2,49.9,0.7,0.9
"ITA",2012,33.4,50.4,0.7,1
"ITA",2013,33.4,51,0.7,0.9
"ITA",2014,33.4,51.8,0.7,0.9
"ITA",2015,33.5,52,0.8,1
"ITA",2016,33.6,52.4,0.9,1.1
"ITA",2017,33.7,52.1,0.9,1.2
"JAM",1988,41.4,42.8,2.1,2.8
"JAM",1989,41.3,42.8,2,2.7
"JAM",1990,41.3,42.8,1.9,2.5
"JAM",1991,41.2,42.8,1.8,2.4
"JAM",1992,41.2,42.7,1.7,2.3
"JAM",1993,41.1,42.7,1.6,2.2
"JAM",1994,41.2,42.8,1.6,2.1
"JAM",1995,41.2,42.8,1.6,2.1
"JAM",1996,41.3,42.9,1.6,2
"JAM",1997,41.4,43,1.6,2
"JAM",1998,41.4,43.1,1.5,2
"JAM",1999,41.5,43.2,1.5,1.9
"JAM",2000,41.5,43.2,1.5,1.9
"JAM",2001,41.6,43.3,1.5,1.9
"JAM",2002,41.6,43.3,1.4,1.9
"JAM",2003,41.5,43.2,1.5,2
"JAM",2004,41.4,43.1,1.5,2
"JAM",2005,41.2,43,1.6,2
"JAM",2006,41.1,42.8,1.6,2.1
"JAM",2007,40.9,42.6,1.7,2.1
"JAM",2008,40.7,42.5,1.7,2.2
"JAM",2009,40.6,42.5,1.7,2.2
"JAM",2010,40.6,42.4,1.8,2.3
"JAM",2011,40.5,42.3,1.9,2.3
"JAM",2012,40.4,42.3,1.9,2.4
"JAM",2013,40.3,42.2,1.8,2.5
"JAM",2014,40.2,42.1,1.9,2.6
"JAM",2015,40.1,42.1,2,2.6
"JAM",2016,40,42,2.1,2.8
"JOR",1986,38.5,41,2.3,2.5
"JOR",1987,38.5,41.1,2.3,2.3
"JOR",1988,38.6,41.2,2.3,2.3
"JOR",1989,38.8,41.4,2.2,2.3
"JOR",1990,38.8,41.5,2.1,2.3
"JOR",1991,38.9,41.7,2.1,2.2
"JOR",1992,39,41.8,2.1,2.1
"JOR",1993,38.9,41.6,2,2.1
"JOR",1994,38.8,41.4,2,2.2
"JOR",1995,38.6,41.2,2,2.2
"JOR",1996,38.4,41.1,1.9,2.1
"JOR",1997,38.3,41,1.9,2.1
"JOR",1998,38.2,40.9,1.9,2.1
"JOR",1999,38,40.7,1.9,2
"JOR",2000,38,40.5,1.8,2
"JOR",2001,37.9,40.4,1.8,2
"JOR",2002,37.8,40.3,1.7,1.9
"JOR",2003,37.6,40,1.8,1.8
"JOR",2004,37.4,39.7,1.7,1.9
"JOR",2005,37.2,39.5,1.8,1.9
"JOR",2006,37,39.2,1.7,1.7
"JOR",2007,36.8,39,1.9,1.8
"JOR",2008,36.6,38.8,1.7,1.8
"JOR",2009,36.6,38.7,1.8,1.9
"JOR",2010,36.5,38.6,1.9,2
"JOR",2011,36.5,38.6,2,2.2
"JOR",2012,36.6,38.6,2.2,2.3
"JOR",2013,36.5,38.6,2.3,2.4
"JOR",2014,36.5,38.6,2.3,2.5
"JPN",1986,27.1,38.4,1,1.5
"JPN",1987,27.5,38.9,1,1.6
"JPN",1988,27.7,39.2,1,1.6
"JPN",1989,28,39.6,1,1.6
"JPN",1990,28.4,40.1,1,1.6
"JPN",1991,28.7,40.4,1.1,1.7
"JPN",1992,29,40.8,1.1,1.6
"JPN",1993,29.1,41.1,1.1,1.7
"JPN",1994,29.4,41.4,1.1,1.7
"JPN",1995,29.8,41.8,1,1.6
"JPN",1996,30.2,42.2,1.1,1.7
"JPN",1997,30.4,42.6,1.2,1.7
"JPN",1998,30.7,42.9,1.2,1.7
"JPN",1999,30.9,43.2,1.2,1.6
"JPN",2000,31.2,43.4,1.1,1.6
"JPN",2001,31.2,43.6,1.2,1.7
"JPN",2002,31.2,43.7,1.1,1.6
"JPN",2003,30.9,43.7,1,1.5
"JPN",2004,30.5,43.5,1,1.4
"JPN",2005,30.5,43.7,0.9,1.4
"JPN",2006,30.6,44,0.9,1.3
"JPN",2007,30.7,44.5,0.9,1.3
"JPN",2008,31.4,45.3,0.9,1.2
"JPN",2009,31.7,45.3,0.9,1.3
"JPN",2010,31.9,45.2,1,1.4
"JPN",2011,32,45.3,1,1.5
"JPN",2012,32.1,45.3,1,1.6
"JPN",2013,31.9,45.1,1.1,1.6
"JPN",2014,31.7,45,1.1,1.7
"JPN",2015,32,45.2,1.2,1.9
"KAZ",1988,28.6,35.9,2.1,2.5
"KAZ",1989,28.6,36.1,2,2.4
"KAZ",1990,28.7,36.2,2.1,2.4
"KAZ",1991,28.8,36.4,2,2.3
"KAZ",1992,28.9,36.7,2,2.3
"KAZ",1993,29.1,36.9,1.9,2.2
"KAZ",1994,29.1,37.1,1.9,2.2
"KAZ",1995,29.2,37.3,1.9,2.1
"KAZ",1996,29.3,37.5,1.9,2.1
"KAZ",1997,29.3,37.6,1.8,2.1
"KAZ",1998,29.3,37.6,1.8,2
"KAZ",1999,29.3,37.7,1.8,1.9
"KAZ",2000,29.3,37.7,1.7,1.9
"KAZ",2001,29.3,37.8,1.6,1.8
"KAZ",2002,29.2,37.6,1.6,1.7
"KAZ",2003,29,37.4,1.5,1.7
"KAZ",2004,28.8,37.1,1.5,1.7
"KAZ",2005,28.5,36.9,1.5,1.7
"KAZ",2006,28.2,36.4,1.5,1.6
"KAZ",2007,27.9,36,1.5,1.7
"KAZ",2008,27.6,35.5,1.5,1.6
"KAZ",2009,27.3,35.1,1.5,1.6
"KAZ",2010,27,34.8,1.5,1.7
"KAZ",2011,26.8,34.6,1.5,1.7
"KAZ",2012,26.7,34.4,1.5,1.7
"KAZ",2013,26.6,34.2,1.6,1.8
"KAZ",2014,26.4,34,1.6,1.8
"KAZ",2015,26.4,33.9,1.6,1.9
"KAZ",2016,26.3,33.9,1.7,2
"KAZ",2017,26.3,33.9,1.8,2.1
"KAZ",2018,26.4,33.9,1.9,2.3
"KAZ",2019,26.3,33.9,2.1,2.4
"KEN",1986,48.7,51.9,2.7,3
"KEN",1987,48.6,51.8,2.7,3
"KEN",1988,48.5,51.7,2.6,2.9
"KEN",1989,48.4,51.6,2.6,2.8
"KEN",1990,48.4,51.6,2.5,2.6
"KEN",1991,48.3,51.5,2.4,2.6
"KEN",1992,48.2,51.5,2.3,2.5
"KEN",1993,48,51.2,2.3,2.4
"KEN",1994,47.8,50.9,2.3,2.3
"KEN",1995,47.7,50.8,2.3,2.3
"KEN",1996,47.6,50.6,2.2,2.2
"KEN",1997,47.5,50.5,2,2.2
"KEN",1998,47.4,50.5,2,2.2
"KEN",1999,47.3,50.4,2.1,2.3
"KEN",2000,47.2,50.3,2.2,2.4
"KEN",2001,47.1,50.2,2.3,2.4
"KEN",2002,47,50.2,2.3,2.5
"KEN",2003,46.9,50.1,2.3,2.5
"KEN",2004,46.9,50.1,2.3,2.5
"KEN",2005,46.8,50,2.3,2.6
"KEN",2006,46.7,49.9,2.4,2.7
"KEN",2007,46.6,49.7,2.5,2.8
"KEN",2008,46.5,49.7,2.6,2.8
"KEN",2009,46.5,49.6,2.7,2.9
"KEN",2010,46.4,49.5,2.8,3
"KEN",2011,46.3,49.4,2.8,3.1
"KEN",2012,46.3,49.3,2.9,3.2
"KEN",2013,46.2,49.2,3,3.3
"KEN",2014,46.2,49.1,3,3.3
"KEN",2015,46.1,49,3.1,3.4
"KGZ",1988,31.9,40.9,2.1,2.4
"KGZ",1989,32,41,2,2.4
"KGZ",1990,32.3,41.3,1.9,2.3
"KGZ",1991,32.7,41.7,1.8,2.1
"KGZ",1992,33.2,42.2,1.6,2.1
"KGZ",1993,34.1,43,1.6,1.9
"KGZ",1994,35,43.7,1.6,1.9
"KGZ",1995,35.5,44.2,1.5,1.8
"KGZ",1996,36.1,44.6,1.5,1.7
"KGZ",1997,36.5,44.8,1.4,1.6
"KGZ",1998,36.5,44.7,1.4,1.5
"KGZ",1999,36.2,44.3,1.3,1.5
"KGZ",2000,35.8,43.8,1.3,1.5
"KGZ",2001,35.4,43.3,1.3,1.5
"KGZ",2002,35.1,42.9,1.2,1.4
"KGZ",2003,35,42.8,1.2,1.4
"KGZ",2004,35.1,43,1.3,1.5
"KGZ",2005,35.1,43.1,1.2,1.4
"KGZ",2006,35.1,43,1.3,1.5
"KGZ",2007,34.9,42.7,1.3,1.5
"KGZ",2008,34.5,42.3,1.3,1.5
"KGZ",2009,34.3,41.9,1.4,1.5
"KGZ",2010,34,41.5,1.4,1.6
"KGZ",2011,33.8,41.2,1.4,1.7
"KGZ",2012,33.6,41,1.4,1.6
"KGZ",2013,33.5,40.9,1.4,1.7
"KGZ",2014,33.4,40.7,1.5,1.7
"KGZ",2015,33.2,40.5,1.5,1.7
"KGZ",2016,33.1,40.3,1.6,1.8
"KGZ",2017,33,40.2,1.7,2
"KGZ",2018,33,40.1,1.8,2.1
"KHM",1997,37,39.4,3.6,4
"KHM",1998,36.9,39.3,3.7,4
"KHM",1999,36.8,39.2,3.7,4
"KHM",2000,36.8,39.1,3.7,4
"KHM",2001,36.7,39,3.6,4
"KHM",2002,36.7,38.9,3.7,4
"KHM",2003,36.6,38.8,3.7,3.9
"KHM",2004,36.5,38.8,3.7,3.8
"KHM",2005,36.5,38.7,3.6,3.7
"KHM",2006,36.4,38.6,3.6,3.8
"KHM",2007,36.4,38.6,3.6,3.9
"KHM",2008,36.3,38.5,3.7,3.8
"KHM",2009,36.2,38.3,3.7,3.9
"KHM",2010,36.1,38.1,3.6,3.9
"KHM",2011,35.9,38,3.6,4
"KHM",2012,35.8,37.9,3.6,4
"KIR",2006,39.2,41.1,4.2,4.1
"KNA",2000,40.9,41.6,4.1,5.1
"KNA",2001,40.9,41.6,4.1,5.1
"KNA",2002,41,41.6,4.1,5.1
"KNA",2003,41,41.7,4,5.1
"KNA",2004,41,41.7,4.1,5.2
"KNA",2005,41,41.8,4.2,5.3
"KNA",2006,41,41.8,4.2,5.2
"KNA",2007,41.1,41.8,4.3,5.1
"KNA",2008,41.1,41.9,4.4,5.3
"KNA",2009,41.1,41.9,4.3,5.4
"KOR",1986,30.5,32.1,1.1,1.6
"KOR",1987,30.3,31.9,1.1,1.5
"KOR",1988,30.1,31.5,1,1.3
"KOR",1989,29.9,31.2,1,1.3
"KOR",1990,29.5,30.7,0.9,1.1
"KOR",1991,29.1,30.3,0.8,1
"KOR",1992,28.8,30,0.8,1
"KOR",1993,28.8,30,0.8,0.9
"KOR",1994,28.9,30.1,0.8,0.9
"KOR",1995,29.1,30.4,0.8,0.9
"KOR",1996,29.5,30.8,0.8,1
"KOR",1997,29.9,31.4,0.8,1
"KOR",1998,30.5,32.1,0.8,1
"KOR",1999,30.8,32.5,0.8,1
"KOR",2000,30.7,32.4,0.9,1
"KOR",2001,30.8,32.6,0.9,1
"KOR",2002,30.9,32.7,0.9,1
"KOR",2003,30.8,32.7,0.9,1
"KOR",2004,30.8,32.9,0.9,1
"KOR",2005,31,33.2,0.8,0.9
"KOR",2006,31,33.3,0.6,0.6
"KOR",2007,31.2,33.9,0.6,0.7
"KOR",2008,31.4,34.2,0.6,0.7
"KOR",2009,31.5,34.3,0.6,0.6
"KOR",2010,31.2,34.1,0.6,0.6
"KOR",2011,31.2,34,0.6,0.7
"KOR",2012,31.1,33.8,0.7,0.7
"KOR",2013,31.1,33.7,0.7,0.8
"KOR",2014,31.3,33.8,0.7,0.8
"KOR",2015,31.7,33.9,0.7,0.8
"KOR",2016,32.3,34.3,0.8,1
"KOR",2017,32.7,34.5,1,1.4
"KWT",1998,34.1,35.6,4.8,5
"LAO",1992,34.6,36.5,2.2,2.3
"LAO",1993,34.7,36.6,2.2,2.3
"LAO",1994,34.8,36.8,2.1,2.3
"LAO",1995,34.9,37,2.1,2.2
"LAO",1996,35,37.1,2.1,2.2
"LAO",1997,35.1,37.2,2,2.2
"LAO",1998,35.1,37.2,2.1,2.2
"LAO",1999,35.1,37.3,2.1,2.2
"LAO",2000,35.2,37.3,2.1,2.1
"LAO",2001,35.2,37.3,2,2.1
"LAO",2002,35.2,37.4,2,2
"LAO",2003,35.3,37.5,2,2.1
"LAO",2004,35.4,37.6,2,2.1
"LAO",2005,35.5,37.8,2.1,2.1
"LAO",2006,35.6,37.9,2.2,2.2
"LAO",2007,35.7,38,2.1,2.2
"LAO",2008,35.7,38.1,2.1,2.3
"LAO",2009,35.8,38.2,2.2,2.4
"LAO",2010,35.8,38.2,2.3,2.4
"LAO",2011,35.8,38.3,2.4,2.5
"LAO",2012,35.9,38.4,2.4,2.6
"LAO",2013,35.9,38.4,2.4,2.7
"LBN",1995,38.1,40.4,3.4,3.4
"LBN",1996,38,40.3,3.3,3.4
"LBN",1997,38,40.2,3.3,3.4
"LBN",1998,37.9,40.1,3.2,3.4
"LBN",1999,37.9,40.1,3.2,3.3
"LBN",2000,37.8,40,3.1,3.3
"LBN",2001,37.7,39.9,3.1,3.3
"LBN",2002,37.6,39.8,3,3.2
"LBN",2003,37.6,39.7,2.9,3.1
"LBN",2004,37.5,39.6,2.9,3
"LBN",2005,37.3,39.5,2.9,3
"LBN",2006,37.2,39.3,2.9,3.1
"LBN",2007,37.1,39.2,3,3.2
"LBN",2008,36.9,39,3,3.1
"LBN",2009,36.8,38.9,2.9,3.1
"LBN",2010,36.7,38.7,3,3.2
"LBN",2011,36.6,38.5,3,3.2
"LBN",2012,36.5,38.5,3.1,3.2
"LBR",2005,37.1,39.4,2.7,2.9
"LBR",2006,37.1,39.4,2.6,2.8
"LBR",2007,37.1,39.4,2.6,2.8
"LBR",2008,37.1,39.3,2.5,2.8
"LBR",2009,37,39.3,2.6,2.8
"LBR",2010,36.9,39.2,2.6,2.9
"LBR",2011,36.9,39.1,2.6,2.9
"LBR",2012,36.9,39.1,2.5,2.9
"LBR",2013,36.8,39,2.5,2.9
"LBR",2014,36.7,38.9,2.6,2.8
"LBR",2015,36.7,38.9,2.7,2.8
"LBR",2016,36.7,38.9,2.7,2.9
"LBY",2003,32.8,34.3,3.8,3.9
"LBY",2004,32.8,34.2,3.8,3.9
"LBY",2005,32.7,34.2,3.8,3.9
"LBY",2006,32.8,34.2,3.9,4
"LBY",2007,32.7,34.2,3.9,4
"LBY",2008,32.7,34.2,4,4
"LCA",1995,45.1,47.4,3.2,3.9
"LCA",1996,45.1,47.4,3.3,3.8
"LCA",1997,45.1,47.4,3.2,3.8
"LCA",1998,45.2,47.4,3.2,3.8
"LCA",1999,45.2,47.4,3.3,3.8
"LCA",2000,45.2,47.4,3.3,3.8
"LCA",2001,45.2,47.5,3.2,3.8
"LCA",2002,45.2,47.5,3.2,3.8
"LCA",2003,45.2,47.5,3.2,3.7
"LCA",2004,45.2,47.6,3.2,3.7
"LCA",2005,45.2,47.6,3.1,3.7
"LCA",2006,45.2,47.6,3.2,3.7
"LCA",2007,45.2,47.7,3.2,3.7
"LCA",2008,45.3,47.7,3.2,3.8
"LCA",2009,45.3,47.8,3.2,3.9
"LCA",2010,45.3,47.9,3.3,4
"LCA",2011,45.4,47.9,3.4,4
"LCA",2012,45.4,48,3.4,4.1
"LCA",2013,45.4,48,3.4,4.2
"LCA",2014,45.4,48.1,3.4,4.3
"LCA",2015,45.5,48.1,3.5,4.3
"LCA",2016,45.5,48.1,3.5,4.3
"LKA",1986,42.2,42.1,1.9,1.9
"LKA",1987,42.4,42.2,2,2
"LKA",1988,42.6,42.2,2,2
"LKA",1989,42.9,42.2,2,2
"LKA",1990,43.2,42.2,2,2
"LKA",1991,43.4,42.4,2.1,2
"LKA",1992,43.8,42.5,2.1,2.1
"LKA",1993,44.1,42.6,2.2,2
"LKA",1994,44.4,42.7,2.2,2
"LKA",1995,44.7,42.9,2.1,1.9
"LKA",1996,45.1,43.3,2.2,2
"LKA",1997,45.4,43.5,2.1,2
"LKA",1998,45.8,43.8,2.1,2
"LKA",1999,46.2,44.1,2.1,2
"LKA",2000,46.6,44.4,2,1.9
"LKA",2001,46.9,44.7,2,1.9
"LKA",2002,47.3,44.9,2,1.7
"LKA",2003,47.5,45.1,2,1.8
"LKA",2004,47.8,45.2,1.9,1.8
"LKA",2005,48,45.3,1.9,1.7
"LKA",2006,48.2,45.3,1.9,1.7
"LKA",2007,48.3,45.4,1.9,1.8
"LKA",2008,48.3,45.3,2,1.7
"LKA",2009,48.3,45.1,2,1.7
"LKA",2010,48.3,45.1,2,1.8
"LKA",2011,48.4,45.2,2,1.9
"LKA",2012,48.4,45.2,2.1,1.9
"LKA",2013,48.4,45.2,2,1.9
"LKA",2014,48.5,45.2,2.2,2.1
"LKA",2015,48.5,45.2,2.3,2.3
"LKA",2016,48.6,45.2,2.3,2.4
"LSO",1986,53,60.7,3.3,2.9
"LSO",1987,53.1,60.9,3.2,2.8
"LSO",1988,53,60.9,3.2,2.8
"LSO",1989,52.9,60.8,3.2,2.9
"LSO",1990,52.8,60.8,3.2,2.9
"LSO",1991,52.8,60.8,3.3,3
"LSO",1992,52.7,60.8,3.3,2.9
"LSO",1993,52.6,60.8,3.4,2.9
"LSO",1994,52.5,60.7,3.3,3
"LSO",1995,52.3,60.6,3.4,2.9
"LSO",1996,52.1,60.4,3.4,2.9
"LSO",1997,51.9,60.3,3.5,3
"LSO",1998,51.7,60.1,3.3,2.9
"LSO",1999,51.5,60,3.4,2.9
"LSO",2000,51.3,59.8,3.5,2.9
"LSO",2001,51.1,59.7,3.4,2.9
"LSO",2002,51,59.5,3.4,2.8
"LSO",2003,50.8,59.4,3.5,2.9
"LSO",2004,50.7,59.3,3.5,3
"LSO",2005,50.6,59.1,3.5,3
"LSO",2006,50.5,59,3.6,3
"LSO",2007,50.4,58.9,3.7,3
"LSO",2008,50.3,58.9,3.6,3.1
"LSO",2009,50.2,58.8,3.6,3.1
"LSO",2010,50.1,58.7,3.7,3.2
"LSO",2011,50,58.5,3.8,3.3
"LSO",2012,49.8,58.3,3.7,3.3
"LSO",2013,49.6,58.1,3.8,3.4
"LSO",2014,49.5,57.9,3.9,3.4
"LSO",2015,49.4,57.7,3.9,3.5
"LSO",2016,49.2,57.6,3.9,3.6
"LSO",2017,49,57.4,4,3.7
"LTU",1988,26.5,43,1.4,2.4
"LTU",1989,26.9,43.4,1.4,2.3
"LTU",1990,27.4,43.9,1.4,2.2
"LTU",1991,28.2,44.6,1.4,2.2
"LTU",1992,28.9,45.3,1.4,2.2
"LTU",1993,29.7,45.9,1.3,2.1
"LTU",1994,30.3,46.5,1.4,2.1
"LTU",1995,30.7,46.9,1.3,2.1
"LTU",1996,31,47.4,1.2,2
"LTU",1997,31.2,47.7,1.2,1.9
"LTU",1998,31.3,48.1,1.2,1.9
"LTU",1999,31.5,48.4,1.1,1.7
"LTU",2000,31.8,48.8,1.1,1.7
"LTU",2001,32,49.2,1.1,1.6
"LTU",2002,32.2,49.6,1,1.6
"LTU",2003,32.7,50.2,1,1.5
"LTU",2004,33.2,50.7,0.8,1.4
"LTU",2005,33.3,51,0.8,1.3
"LTU",2006,33.2,51.1,0.8,1.3
"LTU",2007,33.4,51.4,0.8,1.3
"LTU",2008,33.8,51.8,0.8,1.2
"LTU",2009,34,52.2,0.8,1.2
"LTU",2010,33.6,52.1,0.8,1.1
"LTU",2011,33.6,52,0.8,1.2
"LTU",2012,34.2,52.2,0.8,1.2
"LTU",2013,34.7,52.3,0.8,1.1
"LTU",2014,35.1,52.9,0.9,1.3
"LTU",2015,35.3,53.3,0.9,1.4
"LTU",2016,35.4,53.5,1,1.5
"LTU",2017,35.5,53.5,1.1,1.7
"LUX",1986,24,39.2,0.8,1.3
"LUX",1987,24.1,39.3,1,1.5
"LUX",1988,24.1,39.4,1.2,1.6
"LUX",1989,24.2,39.5,1.2,1.6
"LUX",1990,24.2,39.7,1.1,1.6
"LUX",1991,24.3,39.8,1.1,1.5
"LUX",1992,24.5,40.1,1.1,1.6
"LUX",1993,24.6,40.4,1.1,1.5
"LUX",1994,24.8,40.8,0.9,1.3
"LUX",1995,25.2,41.4,0.9,1.3
"LUX",1996,25.5,41.9,0.8,1.1
"LUX",1997,25.8,42.3,0.8,1.2
"LUX",1998,25.9,42.6,0.9,1.3
"LUX",1999,26,42.9,0.9,1.2
"LUX",2000,26.1,43.1,0.8,1.2
"LUX",2001,26.1,43.4,0.8,1.1
"LUX",2002,26.4,43.8,0.9,1.2
"LUX",2003,26.6,44.2,0.8,1.1
